License.Number,Facility.Name,address,Phone,Facility.Type,Permit.Type,latitude,longitude,Website
85000131,MT. OLIVE HEAD START,2145 CHESTNUT GROVE   RD   KING NC27021,"
(336) 367-4993",Center,Five Star Center License,36.32091907,-80.37449626,https://ncchildcare.ncdhhs.gov/childcaresearch
2455047,MT. OLIVE HEAD START,5465 SILVER SPOON RD WHITEVILLE NC 28472,(910) 648-4860,Center,Five Star Center License,34.42443422,-78.79840464,https://ncchildcare.ncdhhs.gov/childcaresearch
86000303,MT. PARK PRE-K SCHOOL READY,505 MOUNTAIN PARK  RD  STATE  RD  NC 28676,"
(336) 401-1475",Center,Five Star Center License,36.37171847,-80.85345444,https://ncchildcare.ncdhhs.gov/childcaresearch
45000235,MT. PISGAH LUTHERAN PRESCHOOL,2606 CHIMNEY ROCK  RD  HENDERSONVILLE NC 28792,(828) 698-5900,Center,Four Star Center License,35.35251826,-82.42904713,https://ncchildcare.ncdhhs.gov/childcaresearch
4151526,"MT. PLEASANT CHILD DEVELOPMENT CENTER, INC",5120 BURLINGTON  RD  GREENSBORO NC 27405,"
(336) 697-1136",Center,Four Star Center License,36.08716178,-79.68203722,https://ncchildcare.ncdhhs.gov/childcaresearch
97000157,MT. PLEASANT ELEMENTARY PRE KINDERGARTEN,532 CHAMPION/MT PLEASANT   RD   FERGUSON NC28624,"
(336) 651-7600",Center,Five Star Center License,36.14832252,-81.32681901,https://ncchildcare.ncdhhs.gov/childcaresearch
81000329,MT. VERNON-RUTH ELEMENTARY,2785 HUDLOW  RD  FOREST CITY NC 28043,(828) 287-4792,Center,Five Star Center License,35.41360159,-81.91195461,https://ncchildcare.ncdhhs.gov/childcaresearch
18000374,MT. VIEW ELEMENTARY PRESCHOOL,5911 DWAYNE STARNES DR HICKORY NC 28602,(828) 294-2020,Center,Five Star Center License,35.66388119,-81.38551594,https://ncchildcare.ncdhhs.gov/childcaresearch
3459020,MT. ZION CHILD DEVELOPMENT CENTER,950 FILE  ST  WINSTON-SALEM NC 27101,"
(336) 727-0117",Center,Four Star Center License,36.10618092,-80.22785911,https://ncchildcare.ncdhhs.gov/childcaresearch
45000252,MUD CREEK CHRISTIAN SCHOOL,403 RUTLEDGE DR HENDERSONVILLE NC 28739,"
(828) 698-6306",Center,GS 110-106,35.29024339,-82.4524276,https://ncchildcare.ncdhhs.gov/childcaresearch
3055000,MUDPIES CHILD DEVELOPMENT CENTER- MOCKSVILLE,622 N MAIN  ST  MOCKSVILLE NC 27028,"
(336) 751-5298",Center,Sp Prov License,35.89952809,-80.55638937,https://ncchildcare.ncdhhs.gov/childcaresearch
97000195,MULBERRY ELEMENTARY PRE KINDERGARTEN,190 MULBERRY SCHOOL   RD   N WILKESBORO NC28659,"
(336) 667-4641",Center,Five Star Center License,36.23759325,-81.17953525,https://ncchildcare.ncdhhs.gov/childcaresearch
12000305,MULL ELEMENTARY PRE-K,1140 OLD NC 18 MORGANTON NC 28655,(828) 437-5785,Center,Five Star Center License,35.70417746,-81.65876815,https://ncchildcare.ncdhhs.gov/childcaresearch
20000076,MURPHY ADVENTIST CHRISTIAN SCHOOL,1584 OLD RANGER  RD  MURPHY NC 28906,(828) 837-0134,Center,GS 110-106,35.07028242,-84.05703166,https://ncchildcare.ncdhhs.gov/childcaresearch
20000086,MURPHY AFTER SCHOOL,315 VALLEY RIVER AV ENUE  MURPHY NC28906,"
(828) 837-2424",Center,Three Star Center License,35.0881568,-84.0306144,https://ncchildcare.ncdhhs.gov/childcaresearch
20000057,MURPHY ELEMENTARY SCHOOL PRE-K,315 VALLEY RIVER AVE MURPHY NC 28906,(828) 837-2424,Center,Five Star Center License,35.0881568,-84.0306144,https://ncchildcare.ncdhhs.gov/childcaresearch
20000026,MURPHY HEAD START,161 THOMAS  ST  MURPHY NC 28906,(828) 837-9749,Center,Five Star Center License,35.09139363,-84.03221977,https://ncchildcare.ncdhhs.gov/childcaresearch
31000282,Mustard Seed Christian Academy,404 S W CENTER ST FAISON NC 28341,(919) 222-5579,Center,GS 110-106,35.11292653,-78.13638866,https://ncchildcare.ncdhhs.gov/childcaresearch
65000989,MUSTARD SEED MINISTRY CHILDCARE,5656 CAROLINA BEACH  RD  WILMINGTON NC 28412,(910) 796-9911,Center,Four Star Center License,34.13183476,-77.89627981,https://ncchildcare.ncdhhs.gov/childcaresearch
90000454,MY LITTLE ANGELS LEARNING CENTER,309 CLARA  ST  MONROE NC 28112,(704) 221-5618,Center,Four Star Center License,34.97016592,-80.55138589,https://ncchildcare.ncdhhs.gov/childcaresearch
34001323,MY LITTLE GENIUS,1000 E 4TH  ST  WINSTON-SALEM NC 27101,"
(336) 893-5105",Center,Three Star Center License,36.09947383,-80.23216077,https://ncchildcare.ncdhhs.gov/childcaresearch
32002074,MY NEIGHBORHOOD PLAYHOUSE,3415 S ALSTON AVE DURHAM NC 27713,(919) 864-8985,Center,Four Star Center License,35.93574446,-78.88482202,https://ncchildcare.ncdhhs.gov/childcaresearch
16000207,MY SCHOOL CHILD CARE,3415 EATON DR MOREHEAD CITY NC 28557,"
(252) 247-2276",Center,Three Star Center License,34.73026802,-76.7532637,https://ncchildcare.ncdhhs.gov/childcaresearch
60001518,MY SECOND HOME,6739 WATERMILL CT CHARLOTTE NC 28215,(704) 535-5645,Center,Three Star Center License,35.2506065,-80.7429636,https://ncchildcare.ncdhhs.gov/childcaresearch
60003143,MYERS PARK PRESBYTERIAN WEEKDAY SCHOOL,2501 OXFORD PLACE CHARLOTTE NC 28207,(704) 927-1277,Center,Five Star Center License,35.19301328,-80.82641048,https://ncchildcare.ncdhhs.gov/childcaresearch
60002342,MYERS PARK TRADITIONAL ELEMENTARY ASEP,2132 RADCLIFFE AVE CHARLOTTE NC 28207,(980) 343-5522,Center,Five Star Center License,35.19121875,-80.83451636,https://ncchildcare.ncdhhs.gov/childcaresearch
41001152,"MYRA'S LEARNING KIDS ACADEMY, LLC",1503 S HOLDEN  RD  GREENSBORO NC 27407,"
(336) 834-9900",Center,Four Star Center License,36.0512973,-79.84386128,https://ncchildcare.ncdhhs.gov/childcaresearch
49000325,N B MILLS PRESCHOOL,1410 PEARL  ST  STATESVILLE NC 28677,(704) 873-8498,Center,Five Star Center License,35.78716838,-80.9113773,https://ncchildcare.ncdhhs.gov/childcaresearch
49000579,N.B. MILLS - ISS STAFF CHILDCARE,1410 PEARL  ST  STATESVILLE NC 28677,(704) 873-8498,Center,One Star Center License,35.78716838,-80.9113773,https://ncchildcare.ncdhhs.gov/childcaresearch
49000269,N.B. MILLS PRIME TIME FOR KIDS,1410 PEARL  ST  STATESVILLE NC 28677,(704) 832-2514,Center,Five Star Center License,35.78716838,-80.9113773,https://ncchildcare.ncdhhs.gov/childcaresearch
41001877,N.C. A&T STATE UNIVERSITY CHILD DEVELOPMENT LAB,114 LUTHER  ST  GREENSBORO NC 27411,"
(336) 256-2750",Center,Five Star Center License,36.07488432,-79.7691016,https://ncchildcare.ncdhhs.gov/childcaresearch
33000292,NAEEM'S ACADEMY FOR SPOILED BABIES,532 LINCOLN DR ROCKY MOUNT NC 27801,"
(252) 977-1930",Center,Four Star Center License,35.91702958,-77.79361188,https://ncchildcare.ncdhhs.gov/childcaresearch
28000169,NAGS HEAD ELEMENTARY ASEP,3100 S WRIGHTSVILLE AVE NAGS HEAD NC 27959,"
(252) 480-8880",Center,Five Star Center License,35.97667073,-75.63776854,https://ncchildcare.ncdhhs.gov/childcaresearch
28000233,NAGS HEAD ELEMENTARY PRE-K,3100 S WRIGHTSVILLE AVE NAGS HEAD NC 27959,"
(252) 480-8880",Center,Five Star Center License,35.97667073,-75.63776854,https://ncchildcare.ncdhhs.gov/childcaresearch
60003778,"NANA'S PLACE UNIVERSITY, LLC",1825 BACK CREEK DR CHARLOTTE NC 28213,(704) 599-3009,Center,Five Star Center License,35.28441513,-80.72802508,https://ncchildcare.ncdhhs.gov/childcaresearch
40000043,NANNY'S,1123 SE 2ND  ST  SNOW HILL NC 28580,"
(252) 747-6543",Center,Three Star Center License,35.4395211,-77.66120664,https://ncchildcare.ncdhhs.gov/childcaresearch
78000125,NANNY'S KORNER CARE CENTER,1503 S MARTIN LUTHER KING JR D LUMBERTON NC 28358,(910) 618-9911,Center,Four Star Center License,34.61090168,-79.02083169,https://ncchildcare.ncdhhs.gov/childcaresearch
64000159,NASH COMMUNITY COLLEGE CHILD DEVELOPMENT CENTER,522 N OLD CARRIAGE RD ROCKY MOUNT NC 27804,"
(252) 451-8498",Center,Five Star Center License,35.98451779,-77.90091621,https://ncchildcare.ncdhhs.gov/childcaresearch
60003427,NATIONAL CHILD CARE INSTITUTE,9908 MONROE  RD  MATTHEWS NC 28105,(704) 553-7272,Center,GS 110-106,35.13733803,-80.73830629,https://ncchildcare.ncdhhs.gov/childcaresearch
1159001,NAZARENE CHRISTIAN,385 HAZEL MILL  RD  ASHEVILLE NC 28806,"
(828) 252-9713",Center,Four Star Center License,35.59172419,-82.59223121,https://ncchildcare.ncdhhs.gov/childcaresearch
39000253,NAZIR & NAZIYA'S CLUBHOUSE,614 RALEIGH  ST  OXFORD NC 27565,(919) 725-9020,Center,Three Star Center License,36.3042517,-78.57987637,https://ncchildcare.ncdhhs.gov/childcaresearch
12000431,NC SCHOOL FOR THE DEAF,517 W FLEMING DR MORGANTON NC 28655,"
(828) 432-5200",Center,Five Star Center License,35.73026544,-81.69324264,https://ncchildcare.ncdhhs.gov/childcaresearch
59000162,NEBO CROSSING JUNIOR ACADEMY,263 BARNES  RD  MARION NC 28752,(828) 527-6690,Center,GS 110-106,35.65603253,-81.97092512,https://ncchildcare.ncdhhs.gov/childcaresearch
59000065,NEBO ELEMENTARY PRESCHOOL PROGRAM,254 NEBO SCHOOL  RD  NEBO NC 28761,"
(828) 652-4737",Center,Five Star Center License,35.71387435,-81.9286977,https://ncchildcare.ncdhhs.gov/childcaresearch
76000010,NEIGHBORS GROVE CHILD DEVELOPMENT CENTER,1928 N FAYETTEVILLE  ST  ASHEBORO NC 27203,"
(336) 672-3232",Center,GS 110-106,35.7510665,-79.80543859,https://ncchildcare.ncdhhs.gov/childcaresearch
3551110,NELSON HEAD START CENTER,102 LEONARD FARM  RD  LOUISBURG NC 27549,"
(919) 496-4585",Center,Five Star Center License,36.08082847,-78.24226494,https://ncchildcare.ncdhhs.gov/childcaresearch
45000372,NESSA'S YOUNG'UNS NATURAL PLAY CENTER,520 S ALLEN   RD  FLAT ROCK NC28731,(828) 435-9161,Center,Four Star Center License,35.29956322,-82.41522316,https://ncchildcare.ncdhhs.gov/childcaresearch
45000409,NESSA'S YOUNG'UNS NATURAL PLAY CENTER II,2113 SPARTANBURG HWY E FLAT ROCK NC 28726,(828) 595-9546,Center,Four Star Center License,35.289289,-82.42642156,https://ncchildcare.ncdhhs.gov/childcaresearch
8855042,NEW ADVENTURE LEARNING CENTER,260 S GASTON  ST  BREVARD NC 28712,(828) 884-3232,Center,Five Star Center License,35.22921602,-82.73587148,https://ncchildcare.ncdhhs.gov/childcaresearch
60002032,NEW BEGINNER'S HOME DAY CARE,4108 DUNWOODY DR CHARLOTTE NC 28215,(704) 968-7274,Center,Three Star Center License,35.23465175,-80.75133271,https://ncchildcare.ncdhhs.gov/childcaresearch
74000362,NEW BEGINNING CHRISTIAN CHILD CARE CENTER,6905 S PITT  ST  GRIFTON NC 28530,"
(252) 524-4595",Center,Five Star Center License,35.37184597,-77.43576964,https://ncchildcare.ncdhhs.gov/childcaresearch
74000433,"NEW BEGINNING CHRISTIAN CHILD
CAREII",6905 S PITT  ST  GRIFTON NC 28530,"
(252) 524-4595",Center,Five Star Center License,35.37184597,-77.43576964,https://ncchildcare.ncdhhs.gov/childcaresearch
91000113,NEW BEGINNINGS,155 INDUSTRY DR HENDERSON NC 27536,"
(252) 438-4588",Center,Four Star Center License,36.34194393,-78.43835892,https://ncchildcare.ncdhhs.gov/childcaresearch
27000073,NEW BEGINNINGS,447 SNOWDEN  RD  MOYOCK NC 27958,"
(252) 435-9226",Center,Three Star Center License,36.44303328,-76.10880987,https://ncchildcare.ncdhhs.gov/childcaresearch
93000090,NEW BEGINNINGS CHILD CARE,638 W RIDGEWAY WARRENTON NC 27589,"
(252) 257-4428",Center,Five Star Center License,36.40780059,-78.16536773,https://ncchildcare.ncdhhs.gov/childcaresearch
67000837,NEW BEGINNINGS CHILD CARE CENTER,174 KINSTON HWY RICHLANDS NC 28574,"
(910) 324-8084",Center,Five Star Center License,34.90651691,-77.56083495,https://ncchildcare.ncdhhs.gov/childcaresearch
33000409,NEW BEGINNINGS CHILD CARE CENTER,1919 HOWARD AVE TARBORO NC 27886,"
(252) 823-0346",Center,Five Star Center License,35.89745229,-77.56615267,https://ncchildcare.ncdhhs.gov/childcaresearch
67000961,"NEW BEGINNINGS CHILD CARE CENTER II, INC.",113 FORBES ESTATES D RIVE  JACKSONVILLE NC28540,"
(910) 478-9800",Center,Five Star Center License,34.74695686,-77.48799891,https://ncchildcare.ncdhhs.gov/childcaresearch
67001032,"NEW BEGINNINGS CHILD CARE CENTER III, INC.",120 TERRY LEE LANIER D RIVE  JACKSONVILLE NC28546,"
(910) 219-8633",Center,Five Star Center License,34.80602659,-77.40635161,https://ncchildcare.ncdhhs.gov/childcaresearch
2000121,NEW BEGINNINGS CHILD ENRICHMENT CENTER,4485 OLD MOUNTAIN  RD  STONY POINT NC 28678,(704) 585-2380,Center,Four Star Center License,35.84906882,-81.06337028,https://ncchildcare.ncdhhs.gov/childcaresearch
37000017,NEW BEGINNINGS DAY CARE CENTER,709 MAIN ST GATESVILLE NC 27938,"
(252) 357-4255",Center,Four Star Center License,36.41090247,-76.75545558,https://ncchildcare.ncdhhs.gov/childcaresearch
54000356,NEW BEGINNINGS LEARNING CENTER LLC,217 E WASHINGTON AV ENUE  KINSTON NC28501,"
(252) 686-5112",Center,Three Star Center License,35.26631349,-77.57902506,https://ncchildcare.ncdhhs.gov/childcaresearch
43000370,NEW BREED CHRISTIAN ACADEMY,3900 US HWY 401 N FUQUAY-VARINA NC 27526,(910) 814-9202,Center,Four Star Center License,35.44108165,-78.82761854,https://ncchildcare.ncdhhs.gov/childcaresearch
43000226,NEW BREED CHRISTIAN CHILD DEVELOPMENT CENTER,3900 US HWY 401 N FUQUAY-VARINA NC 27526,(910) 814-9202,Center,Four Star Center License,35.44108165,-78.82761854,https://ncchildcare.ncdhhs.gov/childcaresearch
26002170,NEW CENTURY INTERNATIONAL ELEMENTARY,7465 CENTURY CIRCLE FAYETTEVILLE NC 28306,(910) 483-7370,Center,Five Star Center License,35.01356896,-79.0431009,https://ncchildcare.ncdhhs.gov/childcaresearch
26002023,NEW CENTURY PRIME TIME,7465 CENTURY CIRCLE FAYETTEVILLE NC 28306,(910) 678-2451,Center,Three Star Center License,35.01356896,-79.0431009,https://ncchildcare.ncdhhs.gov/childcaresearch
90000456,NEW COVENANT CHILD DEVELOPMENT CENTER,5114 ROGERS  RD  MONROE NC 28110,(704) 218-2356,Center,GS 110-106,35.03520175,-80.64928017,https://ncchildcare.ncdhhs.gov/childcaresearch
155112,NEW COVENANT DAY CARE CENTER,714 SHARPE  RD  BURLINGTON NC 27217,(336) 226-1921,Center,Three Star Center License,36.11047696,-79.41581188,https://ncchildcare.ncdhhs.gov/childcaresearch
26000274,NEW FOREVER YOUNG DAY CARE,707 MCARTHUR RD FAYETTEVILLE NC 28311,(910) 822-8443,Center,Four Star Center License,35.12658957,-78.89034218,https://ncchildcare.ncdhhs.gov/childcaresearch
68000373,NEW HOPE ELEMENTARY,1900 NEW HOPE CHURCH  RD  HILLSBOROUGH NC 27514,(919) 942-9696,Center,Five Star Center License,36.01861376,-79.07442177,https://ncchildcare.ncdhhs.gov/childcaresearch
91000200,NEW HOPE ELEMENTARY PRE-K,10199 NC 39 HWY N HENDERSON NC 27536,"
(252) 438-6549",Center,Four Star Center License,36.4651372,-78.44157711,https://ncchildcare.ncdhhs.gov/childcaresearch
36000513,NEW HOPE FOR KIDS,204 STROUPE  RD  GASTONIA NC 28056,"
(704) 824-8848",Center,Five Star Center License,35.22462996,-81.11223645,https://ncchildcare.ncdhhs.gov/childcaresearch
34001358,"NEW HORIZONS PRESCHOOL, INC.",6395 CEPHIS DR CLEMMONS NC 27012,"
(336) 766-7079",Center,Five Star Center License,36.02941983,-80.38481072,https://ncchildcare.ncdhhs.gov/childcaresearch
85000032,NEW LIFE CENTER,415 SUMMIT  ST  WALNUT COVE NC 27052,"
(336) 591-3109",Center,Four Star Center License,36.29711913,-80.13999681,https://ncchildcare.ncdhhs.gov/childcaresearch
96000426,NEW LIFE CHILD CARE CENTER,548 E NEW HOPE  RD  GOLDSBORO NC 27534,"
(919) 751-9799",Center,Four Star Center License,35.38598838,-77.90539428,https://ncchildcare.ncdhhs.gov/childcaresearch
32001418,NEW LIFE CHILD DEVELOPMENT CENTER,7415 FAYETTEVILLE  RD  DURHAM NC 27713,(919) 484-2858,Center,Four Star Center License,35.89438351,-78.94237554,https://ncchildcare.ncdhhs.gov/childcaresearch
13000087,NEW LIFE CHILD DEVELOPMENT CENTER,4065 POPLAR TENT  RD  CONCORD NC 28027,(704) 784-8808,Center,GS 110-106,35.41398173,-80.6453057,https://ncchildcare.ncdhhs.gov/childcaresearch
26000756,NEW LIFE CHILD DEVELOPMENT CENTER #2,1420 HOKE LOOP RD FAYETTEVILLE NC 28314,(910) 868-9640,Center,GS 110-106,35.05108966,-79.07488742,https://ncchildcare.ncdhhs.gov/childcaresearch
13000319,NEW LIFE KID'S CARE,4160 ZION CHURCH  RD  CONCORD NC 28025,(704) 793-9055,Center,GS 110-106,35.35845591,-80.57166704,https://ncchildcare.ncdhhs.gov/childcaresearch
59000101,NEW MANNA BAPTIST CHURCH PRESCHOOL,225 E CT  ST  MARION NC 28752,(828) 652-7729,Center,GS 110-106,35.6854407,-82.00551738,https://ncchildcare.ncdhhs.gov/childcaresearch
4000221,NEW PARKERS GROVE LITTLE DISCIPLES DAYCARE,304 SALISBURY ST WADESBORO NC 28170,"
(704) 465-2188",Center,Four Star Center License,34.96945335,-80.07875762,https://ncchildcare.ncdhhs.gov/childcaresearch
67001211,New River Early Learning Center,159 CHANEY AVE. JACKSONVILLE NC 28540,(910) 333-1416,Center,Four Star Center License,34.75275691,-77.42679826,https://ncchildcare.ncdhhs.gov/childcaresearch
90000061,NEW SALEM ELEMENTARY SCHOOL AFTER SCHOOL PROG.,6106 HWY 205 MARSHVILLE NC 28103,(704) 385-9850,Center,Five Star Center License,35.12960002,-80.37176709,https://ncchildcare.ncdhhs.gov/childcaresearch
54000317,"NEW SEASON COMMUNITY DEVELOPMENT CENTER, INC.",401 E HIGHLAND AV ENUE  KINSTON NC28501,"
(252) 361-3559",Center,Three Star Center License,35.27614072,-77.58432132,https://ncchildcare.ncdhhs.gov/childcaresearch
9059006,NEW TESTAMENT CHILD DEVELOPMENT CENTER,2603 GOLDMINE  RD  MONROE NC 28110,(704) 283-5606,Center,Four Star Center License,35.00424321,-80.59283054,https://ncchildcare.ncdhhs.gov/childcaresearch
90000340,NEW TOWN ELEMENTARY AFTER SCHOOL,1100 WAXHAW INDIANTRAIL RD WAXHAW NC 28173,(704) 320-3057,Center,Five Star Center License,34.97896013,-80.70444316,https://ncchildcare.ncdhhs.gov/childcaresearch
36000453,"NEWBRIDGE CHILDREN'S ACADEMY, LLC",201 S CENTRAL AVE BELMONT NC 28012,(704) 829-7400,Center,One Star Center License,35.23644702,-81.040928,https://ncchildcare.ncdhhs.gov/childcaresearch
82000224,"NEWKIRK'S CHILDCARE CENTER, INCORPORATED",80A ISAAC WEEKS  RD  CLINTON NC 28328,(910) 590-2917,Center,Four Star Center License,35.01829413,-78.32562881,https://ncchildcare.ncdhhs.gov/childcaresearch
6000049,NEWLAND PRE- KINDERGARTEN,750 LINVILLE  ST  NEWLAND NC 28657,(828) 733-4911,Center,Four Star Center License,36.08330784,-81.92589784,https://ncchildcare.ncdhhs.gov/childcaresearch
18000478,NEWTON HEAD START,249 E N  ST  NEWTON NC 28658,(828) 464-1108,Center,Five Star Center License,35.64723021,-81.22146287,https://ncchildcare.ncdhhs.gov/childcaresearch
26002534,NEXT STEP CHILDCARE CENTER II,576 N REILLY  RD  FAYETTEVILLE NC 28303,"
(910) 860-4556",Center,Four Star Center License,35.09702993,-79.0110214,https://ncchildcare.ncdhhs.gov/childcaresearch
26002351,"NEXT STEP CHILDCARE CENTER, INC",566 N REILLY  RD  FAYETTEVILLE NC 28303,"
(910) 860-4556",Center,Four Star Center License,35.09693273,-79.01101542,https://ncchildcare.ncdhhs.gov/childcaresearch
41000856,NIDIA'S LITTLE LEARNERS,3302 SUMMIT AVE GREENSBORO NC 27405,"
(336) 375-3874",Center,Four Star Center License,36.11994662,-79.76231235,https://ncchildcare.ncdhhs.gov/childcaresearch
3255125,NINTH STREET KIN,1006 B RD   ST  DURHAM NC 27705,(919) 286-7773,Center,Five Star Center License,36.01370497,-78.91930104,https://ncchildcare.ncdhhs.gov/childcaresearch
25000617,"NO PLACE LIKE HOME LEARNING CENTER, INC",1200 SIMMONS  ST  NEW BERN NC 28560,"
(252) 631-2991",Center,Three Star Center License,35.11441066,-77.07444636,https://ncchildcare.ncdhhs.gov/childcaresearch
49000064,"NOAH'S ARK CHILD DEVELOPMENT CENTER, INC.",2250 WILKESBORO HWY STATESVILLE NC 28625,(704) 873-4777,Center,Three Star Center License,35.8302991,-80.91955486,https://ncchildcare.ncdhhs.gov/childcaresearch
6555115,NOAH'S ARK CHILDREN'S CENTER,1501 BEASLEY RD WILMINGTON NC 28409,(910) 395-0059,Center,Five Star Center License,34.18136423,-77.86437076,https://ncchildcare.ncdhhs.gov/childcaresearch
67000071,NOAH'S ARK CHRISTIAN PRESCHOOL & DAY CARE,117 WHEELER CREEK  RD  SNEADS FERRY NC 28460,"
(910) 327-6624",Center,GS 110-106,34.56300356,-77.39939091,https://ncchildcare.ncdhhs.gov/childcaresearch
76000467,NOAH'S ARK PLAYSCHOOL,2012 OLD FARMER RD ASHEBORO NC 27205,"SHEBORO,NC27205",Center,Three Star Center License,35.69652549,-79.84012317,https://ncchildcare.ncdhhs.gov/childcaresearch
93000115,NOAH'S ARK PRESCHOOL,1229 RIDGEWAY WARRENTON  RD  NORLINA NC 27563,"
(252) 456-2626",Center,Four Star Center License,36.43690238,-78.22390813,https://ncchildcare.ncdhhs.gov/childcaresearch
17000020,NOAH'S EDUCATIONAL ARK,640 0LD HWY 86 N YANCEYVILLE NC 27379,"
(336) 694-6264",Center,Three Star Center License,36.40816533,-79.3314502,https://ncchildcare.ncdhhs.gov/childcaresearch
55000112,NORRIS S. CHILDERS ELEMENTARY PRE-K,2595 ROCK DAM  RD  LINCOLNTON NC 28092,(704) 736-9610,Center,Five Star Center License,35.48239965,-81.31561656,https://ncchildcare.ncdhhs.gov/childcaresearch
60004157,NORTH ACADEMY OF WORLD LANGUAGES ASEP,12201 HAMBRIGHT RD HUNTERSVILLE NC 28078,(980) 343-5567,Center,Three Star Center License,35.37746237,-80.83519864,https://ncchildcare.ncdhhs.gov/childcaresearch
36000364,NORTH BELMONT ELEMENTARY PRE- KINDERGARTEN PROGRAM,210 SCHOOL  ST  BELMONT NC 28012,(704) 827-4043,Center,Five Star Center License,35.27223836,-81.04999058,https://ncchildcare.ncdhhs.gov/childcaresearch
55000091,NORTH BROOK ELEMENTARY PRE-K,642 HWY 274 VALE NC 28168,(704) 276-2479,Center,Five Star Center License,35.49520851,-81.45303423,https://ncchildcare.ncdhhs.gov/childcaresearch
11000397,NORTH BUNCOMBE ELEMENTARY SCHOOL HEAD START,251 FLAT CREEK CHURC H RD  WEAVERVILLE NC28787,"
(828) 252-2495",Center,Five Star Center License,35.74388721,-82.56870614,https://ncchildcare.ncdhhs.gov/childcaresearch
11000911,NORTH BUNCOMBE HS CHILD CARE,890 CLARKS CHAPEL  RD  WEAVERVILLE NC 28787,(828) 645-4221,Center,Five Star Center License,35.73496967,-82.55764132,https://ncchildcare.ncdhhs.gov/childcaresearch
44000107,NORTH CANTON ELEMENTARY AFTER SCHOOL PROGRAM,60 THOMPSON  ST  CANTON NC 28716,(828) 646-3444,Center,Three Star Center License,35.54559594,-82.82881229,https://ncchildcare.ncdhhs.gov/childcaresearch
44000167,NORTH CANTON ELEMENTARY PREK,60 THOMPSON  ST  CANTON NC 28716,(828) 646-3444,Center,Five Star Center License,35.54559594,-82.82881229,https://ncchildcare.ncdhhs.gov/childcaresearch
19000251,NORTH CHATHAM PRE- KINDERGARTEN,3380 LYSTRA  RD  CHAPEL HILL NC 27514,(919) 967-3094,Center,Five Star Center License,35.82278438,-79.03650195,https://ncchildcare.ncdhhs.gov/childcaresearch
59000161,NORTH COVE ELEMENTARY PRESCHOOL,401 AMERICAN THREAD   RD   MARION NC28752,"
(828) 756-4342",Center,Five Star Center License,35.78674134,-82.03981274,https://ncchildcare.ncdhhs.gov/childcaresearch
4155194,NORTH DRIVE CHILD CARE CENTER,310 MCIVER  ST  GREENSBORO NC 27412,"
(336) 334-5810",Center,Five Star Center License,36.06987577,-79.80688379,https://ncchildcare.ncdhhs.gov/childcaresearch
31000135,NORTH DUPLIN PREKINDERGARTEN CENTER,157 N DUPLIN SCHOO L RD  MT OLIVE NC28365,(919) 635-4364,Center,Five Star Center License,35.13640239,-78.08276146,https://ncchildcare.ncdhhs.gov/childcaresearch
17000070,NORTH ELEMENTARY PRESCHOOL CLASSROOM,10390 NC HWY 86 N PROVIDENCE NC 27315,"
(336) 694-4116",Center,Five Star Center License,36.52831076,-79.3979508,https://ncchildcare.ncdhhs.gov/childcaresearch
23000430,NORTH ELEMENTARY SCHOOL,900 N RAMSEUR ST REET  KINGS MOUNTAIN NC28086,"
(704) 476-8225",Center,Five Star Center License,35.25590959,-81.34125019,https://ncchildcare.ncdhhs.gov/childcaresearch
73000186,NORTH END ELEMENTARY SCHOOL AGE CARE,378 MILL CREEK  RD  ROXBORO NC 27573,"
(336) 599-3313",Center,Three Star Center License,36.44003876,-78.90731995,https://ncchildcare.ncdhhs.gov/childcaresearch
1000559,NORTH GRAHAM ELEMENTARY PREK,1025 TROLLINGER RD GRAHAM NC 27253,"
(336) 578-2272",Center,Five Star Center License,36.07744851,-79.37656782,https://ncchildcare.ncdhhs.gov/childcaresearch
43000533,NORTH HARNETT PRIMARY SCHOOL,282 N HARNETT SCHOO L RD  ANGIER NC27501,"
(919) 639-4480",Center,Five Star Center License,35.4774975,-78.77876117,https://ncchildcare.ncdhhs.gov/childcaresearch
9255441,NORTH HAVEN CHILD DEVELOPMENT CENTER,6620 SIX FORKS  RD  RALEIGH NC 27615,(919) 848-4834,Center,GS 110-106,35.86951535,-78.63982824,https://ncchildcare.ncdhhs.gov/childcaresearch
8059004,NORTH HILLS CHRISTIAN SCHOOL,2970 W INNES  ST  SALISBURY NC 28144,(704) 636-3005,Center,Four Star Center License,35.70080607,-80.48195456,https://ncchildcare.ncdhhs.gov/childcaresearch
12000403,NORTH LIBERTY SCHOOL,523 ENOLA  RD  MORGANTON NC 28655,"
(828) 437-9656",Center,Five Star Center License,35.71012619,-81.67179625,https://ncchildcare.ncdhhs.gov/childcaresearch
18000531,NORTH NEWTON ELEMENTARY KID CONNECTION,221 W 26TH  ST  NEWTON NC 28658,(828) 464-4001,Center,Four Star Center License,35.69070729,-81.22012737,https://ncchildcare.ncdhhs.gov/childcaresearch
34001127,NORTH POINT ACADEMY,4950 INDIANA AVE WINSTON-SALEM NC 27105,"
(336) 744-7678",Center,Five Star Center License,36.15572855,-80.27520994,https://ncchildcare.ncdhhs.gov/childcaresearch
